timestamp,block_number,exchange,pair,wpol_in,wpol_out,weth_out,implied_price,transaction_type,trade_value_eth,rolling_avg_price,price_volatility,price_deviation
2024-12-29T21:58:27.682Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:10:13.072Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:11:43.137Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:15:53.310Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:46:49.713Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:40:19.423Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:40:09.405Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:39:09.354Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:37:59.332Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:37:59.332Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:37:29.283Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:37:14.277Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:30:28.972Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:30:28.972Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:28:23.864Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:27:48.843Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:27:33.835Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:27:18.810Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:20:48.515Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T21:47:02.030Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T21:44:21.889Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T21:43:46.855Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T21:32:06.268Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T19:50:26.546Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T19:48:51.453Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T19:48:36.445Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T19:48:36.445Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T19:47:01.360Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T19:46:41.346Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T19:46:11.328Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T19:44:51.260Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T19:23:55.228Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T19:22:55.179Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T18:55:48.938Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T18:49:48.632Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T18:49:33.619Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,,,
2024-12-29T18:49:03.601Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,,,
2024-12-29T18:47:53.549Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,,,
2024-12-29T20:01:32.104Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:47:19.740Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T20:01:37.105Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T20:02:27.152Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T21:31:56.268Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T21:31:46.246Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T21:30:16.190Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T21:29:06.133Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T21:11:00.294Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T21:07:05.091Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T20:46:04.108Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T20:46:04.108Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T20:40:38.829Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T20:30:48.388Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T20:18:12.838Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T20:12:52.819Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T20:12:52.819Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T20:12:07.565Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T20:10:42.517Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T20:01:42.115Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
2024-12-29T22:49:04.818Z,blockNumber,quickswap,WPOL/WETH,0.0,0.0,0.0,0,UNKNOWN,0.0,0.0,0.0,
